name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,wisdom_save,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities,actions,constitution_save,perception,history,legendary_actions,intelligence_save,religion,medicine,stealth,dexterity_save,charisma_save,persuasion,insight,deception,athletics,arcana,nature,acrobatics,strength_save,reactions,survival,investigation,intimidation,performance,arctic,coast,desert,forest,grassland,hill,mountain,swamp,underdark,underwater,urban
Magma Mephit,Small,elemental,,neutral evil,11,22,5d6,"30 ft., fly 30 ft.",8,12,12,7,10,10,,cold,,"fire, poison",poisoned,"darkvision 60 ft., passive Perception 10","Ignan, Terran",2-Jan,"['Magma Mephit - Death Burst', 'Magma Mephit - False Appearance', 'Magma Mephit - Innate Spellcasting (1/Day)']","{'Magma Mephit - Claws', 'Magma Mephit - Fire Breath (Recharge 6)', 'Magma Mephit - Variant: Summon Mephits (1/Day)'}",,,,,,,,3,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Magmin,Small,elemental,,chaotic neutral,14,9,2d6,30 ft.,7,15,12,8,11,10,,,"bludgeoning, piercing, and slashing from nonmagical weapons",fire,,"darkvision 60 ft., passive Perception 10",Ignan,2-Jan,"['Magmin - Death Burst', 'Magmin - Ignited Illumination']",{'Magmin - Touch'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mammoth,Huge,beast,,unaligned,13,126,11d12,40 ft.,24,9,21,3,11,6,,,,,,passive Perception 10,,6,['Mammoth - Trampling Charge'],"{'Mammoth - Stomp', 'Mammoth - Gore'}",,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Manticore,Large,monstrosity,,lawful evil,14,68,8d10,"30 ft., fly 50 ft.",17,16,17,7,12,8,,,,,,"darkvision 60 ft., passive Perception 11",,3,['Manticore - Tail Spike Regrowth'],"{'Manticore - Claw', 'Manticore - Multiattack', 'Manticore - Bite', 'Manticore - Tail Spike'}",,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Marilith,Large,fiend,demon,chaotic evil,18,189,18d10,40 ft.,18,20,20,18,16,20,8,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"truesight 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.",16,"['Marilith - Magic Resistance', 'Marilith - Magic Weapons', 'Marilith - Reactive']","{'Marilith - Teleport', 'Marilith - Variant: Summon Demon (1/Day)', 'Marilith - Tail', 'Marilith - Multiattack', 'Marilith - Longsword'}",10,,,,,,,,,10,,,,,,,,9,{'Marilith - Parry'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mastiff,Medium,beast,,unaligned,12,5,1d8,40 ft.,13,14,12,3,12,7,,,,,,passive Perception 13,,8-Jan,['Mastiff - Keen Hearing and Smell'],{'Mastiff - Bite'},,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Medusa,Medium,monstrosity,,lawful evil,15,127,17d8,30 ft.,10,15,16,12,13,15,,,,,,"darkvision 60 ft., passive Perception 14",Common,6,['Medusa - Petrifying Gaze'],"{'Medusa - Shortsword', 'Medusa - Snake Hair', 'Medusa - Multiattack', 'Medusa - Longbow'}",,4,,,,,,5,,,,4,5,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Merfolk,Medium,humanoid,merfolk,neutral,11,11,2d8,"10 ft., swim 40 ft.",10,13,12,11,11,12,,,,,,passive Perception 12,"Aquan, Common",8-Jan,['Merfolk - Amphibious'],{'Merfolk - Spear'},,2,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Merrow,Large,monstrosity,,chaotic evil,13,45,6d10,"10 ft., swim 40 ft.",18,10,15,8,10,9,,,,,,"darkvision 60 ft., passive Perception 10","Abyssal, Aquan",2,['Merrow - Amphibious'],"{'Merrow - Harpoon', 'Merrow - Claws', 'Merrow - Multiattack', 'Merrow - Bite'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mimic,Medium,monstrosity,shapechanger,neutral,12,58,9d8,15 ft.,17,12,15,5,13,8,,,,acid,prone,"darkvision 60 ft., passive Perception 11",,2,"['Mimic - Shapechanger', 'Mimic - Adhesive (Object Form Only)', 'Mimic - False Appearance (Object Form Only)', 'Mimic - Grappler']","{'Mimic - Bite', 'Mimic - Pseudopod'}",,,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Minotaur,Large,monstrosity,,chaotic evil,14,76,9d10,40 ft.,18,11,16,6,16,9,,,,,,"darkvision 60 ft., passive Perception 17",Abyssal,3,"['Minotaur - Charge', 'Minotaur - Labyrinthine Recall', 'Minotaur - Reckless']","{'Minotaur - Gore', 'Minotaur - Greataxe'}",,7,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Minotaur Skeleton,Large,undead,,lawful evil,12,67,9d10,40 ft.,18,11,15,6,8,5,,bludgeoning,,poison,"exhaustion, poisoned","darkvision 60 ft., passive Perception 9",understands Abyssal but can't speak,2,['Minotaur Skeleton - Charge'],"{'Minotaur Skeleton - Greataxe', 'Minotaur Skeleton - Gore'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mule,Medium,beast,,unaligned,10,11,2d8,40 ft.,14,10,13,2,10,5,,,,,,passive Perception 10,,8-Jan,"['Mule - Beast of Burden', 'Mule - Sure-Footed']",{'Mule - Hooves'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Mummy,Medium,undead,,lawful evil,11,58,9d8,20 ft.,16,8,15,6,10,12,2,fire,,"bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poisoned","darkvision 60 ft., passive Perception 10",the languages it knew in life,3,,"{'Mummy - Multiattack', 'Mummy - Rotting Fist', 'Mummy - Dreadful Glare'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mummy Lord,Medium,undead,,lawful evil,17,97,13d8,20 ft.,18,10,17,11,18,16,9,bludgeoning,,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, exhaustion, frightened, paralyzed, poisoned","darkvision 60 ft., passive Perception 14",the languages it knew in life,15,"['Mummy Lord - Magic Resistance', 'Mummy Lord - Rejuvenation', 'Mummy Lord - Spellcasting']","{'Mummy Lord - Rotting Fist', 'Mummy Lord - Dreadful Glare', 'Mummy Lord - Multiattack'}",8,,5,"[{'name': 'Attack', 'desc': 'The mummy lord makes one attack with its rotting fist or uses its Dreadful Glare.', 'attack_bonus': 0}, {'name': 'Blinding Dust', 'desc': ""Blinding dust and sand swirls magically around the mummy lord. Each creature within 5 feet of the mummy lord must succeed on a DC 16 Constitution saving throw or be blinded until the end of the creature's next turn."", 'attack_bonus': 0}, {'name': 'Blasphemous Word (Costs 2 Actions)', 'desc': ""The mummy lord utters a blasphemous word. Each non-undead creature within 10 feet of the mummy lord that can hear the magical utterance must succeed on a DC 16 Constitution saving throw or be stunned until the end of the mummy lord's next turn."", 'attack_bonus': 0}, {'name': 'Channel Negative Energy (Costs 2 Actions)', 'desc': ""The mummy lord magically unleashes negative energy. Creatures within 60 feet of the mummy lord, including ones behind barriers and around corners, can't regain hit points until the end of the mummy lord's next turn."", 'attack_bonus': 0}, {'name': 'Whirlwind of Sand (Costs 2 Actions)', 'desc': ""The mummy lord magically transforms into a whirlwind of sand, moves up to 60 feet, and reverts to its normal form. While in whirlwind form, the mummy lord is immune to all damage, and it can't be grappled, petrified, knocked prone, restrained, or stunned. Equipment worn or carried by the mummy lord remain in its possession."", 'attack_bonus': 0}]",5,5,,,,8,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nalfeshnee,Large,fiend,demon,chaotic evil,18,184,16d10,"20 ft., fly 30 ft.",21,10,22,19,12,15,6,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"truesight 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",13,['Nalfeshnee - Magic Resistance'],"{'Nalfeshnee - Bite', 'Nalfeshnee - Teleport', 'Nalfeshnee - Multiattack', 'Nalfeshnee - Horror Nimbus (Recharge 5-6)', 'Nalfeshnee - Variant: Summon Demon (1/Day)', 'Nalfeshnee - Claw'}",11,,,,9,,,,,7,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Night Hag,Medium,fiend,,neutral evil,17,112,15d8,30 ft.,18,15,16,16,14,16,,,"cold, fire; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",,charmed,"darkvision 120 ft., passive Perception 16","Abyssal, Common, Infernal, Primordial",5,"['Night Hag - Innate Spellcasting', 'Night Hag - Magic Resistance', 'Night Hag - Night Hag Items', 'Night Hag - Hag Coven', 'Night Hag - Shared Spellcasting (Coven Only)', 'Night Hag - Hag Eye (Coven Only)']","{'Night Hag - Change Shape', 'Night Hag - Nightmare Haunting (1/Day)', 'Night Hag - Etherealness', 'Night Hag - Claws (Hag Form Only)'}",,6,,,,,,6,,,,6,7,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nightmare,Large,fiend,,neutral evil,13,68,8d10,"60 ft., fly 90 ft.",18,15,16,10,13,15,,,,fire,,passive Perception 11,"understands Abyssal, Common, and Infernal but can't speak",3,"['Nightmare - Confer Fire Resistance', 'Nightmare - Illumination']","{'Nightmare - Hooves', 'Nightmare - Ethereal Stride'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Noble,Medium,humanoid,any race,any alignment,15,9,2d8,30 ft.,11,12,11,12,14,16,,,,,,passive Perception 12,any two languages,8-Jan,,{'Noble - Rapier'},,,,,,,,,,,5,4,5,,,,,,{'Noble - Parry'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ochre Jelly,Large,ooze,,unaligned,8,45,6d10,"10 ft., climb 10 ft.",15,6,14,2,6,1,,,acid,"lightning, slashing","blinded, charmed, deafened, exhaustion, frightened, prone","blindsight 60 ft. (blind beyond this radius), passive Perception 8",,2,"['Ochre Jelly - Amorphous', 'Ochre Jelly - Spider Climb']",{'Ochre Jelly - Pseudopod'},,,,,,,,,,,,,,,,,,,{'Ochre Jelly - Split'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Octopus,Small,beast,,unaligned,12,3,1d6,"5 ft., swim 30 ft.",4,15,11,3,10,4,,,,,,"darkvision 30 ft., passive Perception 12",,0,"['Octopus - Hold Breath', 'Octopus - Underwater Camouflage', 'Octopus - Water Breathing']","{'Octopus - Tentacles', 'Octopus - Ink Cloud (Recharges after a Short or Long Rest)'}",,2,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ogre,Large,giant,,chaotic evil,11,59,7d10,40 ft.,19,8,16,5,7,7,,,,,,"darkvision 60 ft., passive Perception 8","Common, Giant",2,,"{'Ogre - Javelin', 'Ogre - Greatclub'}",,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Ogre Zombie,Large,undead,,neutral evil,8,85,9d10,30 ft.,19,6,18,3,6,5,0,,,poison,poisoned,"darkvision 60 ft., passive Perception 8",understands Common and Giant but can't speak,2,['Ogre Zombie - Undead Fortitude'],{'Ogre Zombie - Morningstar'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Oni,Large,giant,,lawful evil,16,110,13d10,"30 ft., fly 30 ft.",19,11,16,14,12,15,4,,,,,"darkvision 60 ft., passive Perception 14","Common, Giant",7,"['Oni - Innate Spellcasting', 'Oni - Magic Weapons', 'Oni - Regeneration']","{'Oni - Claw (Oni Form Only)', 'Oni - Multiattack', 'Oni - Glaive', 'Oni - Change Shape'}",6,4,,,,,,,3,5,,,8,,5,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Orc,Medium,humanoid,orc,chaotic evil,13,15,2d8,30 ft.,16,12,16,7,11,10,,,,,,"darkvision 60 ft., passive Perception 10","Common, Orc",2-Jan,['Orc - Aggressive'],"{'Orc - Greataxe', 'Orc - Javelin'}",,,,,,,,,,,,,,,,,,,,,,2,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Otyugh,Large,aberration,,neutral,14,114,12d10,30 ft.,16,11,19,6,13,6,,,,,,"darkvision 120 ft., passive Perception 11",Otyugh,5,['Otyugh - Limited Telepathy'],"{'Otyugh - Tentacle Slam', 'Otyugh - Tentacle', 'Otyugh - Bite', 'Otyugh - Multiattack'}",7,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Owl,Tiny,beast,,unaligned,11,1,1d4,"5 ft., fly 60 ft.",3,13,8,2,12,7,,,,,,"darkvision 120 ft., passive Perception 13",,0,"['Owl - Flyby', 'Owl - Keen Hearing and Sight']",{'Owl - Talons'},,3,,,,,,3,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Owlbear,Large,monstrosity,,unaligned,13,59,7d10,40 ft.,20,12,17,3,12,7,,,,,,"darkvision 60 ft., passive Perception 13",,3,['Owlbear - Keen Sight and Smell'],"{'Owlbear - Beak', 'Owlbear - Multiattack', 'Owlbear - Claws'}",,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Panther,Medium,beast,,unaligned,12,13,3d8,"50 ft., climb 40 ft.",14,15,10,3,14,7,,,,,,passive Perception 14,,4-Jan,"['Panther - Keen Smell', 'Panther - Pounce']","{'Panther - Bite', 'Panther - Claw'}",,4,,,,,,6,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Pegasus,Large,celestial,,chaotic good,12,59,7d10,"60 ft., fly 90 ft.",18,15,16,10,15,13,4,,,,,passive Perception 16,"understands Celestial, Common, Elvish, and Sylvan but can't speak",2,,{'Pegasus - Hooves'},,6,,,,,,,4,3,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Phase Spider,Large,monstrosity,,unaligned,13,32,5d10,"30 ft., climb 30 ft.",15,15,12,6,10,6,,,,,,"darkvision 60 ft., passive Perception 10",,3,"['Phase Spider - Ethereal Jaunt', 'Phase Spider - Spider Climb', 'Phase Spider - Web Walker']",{'Phase Spider - Bite'},,,,,,,,6,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Pit Fiend,Large,fiend,devil,lawful evil,19,300,24d10,"30 ft., fly 60 ft.",26,14,24,22,18,24,10,,"cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison",poisoned,"truesight 120 ft., passive Perception 14","Infernal, telepathy 120 ft.",20,"['Pit Fiend - Fear Aura', 'Pit Fiend - Magic Resistance', 'Pit Fiend - Magic Weapons', 'Pit Fiend - Innate Spellcasting']","{'Pit Fiend - Mace', 'Pit Fiend - Claw', 'Pit Fiend - Bite', 'Pit Fiend - Multiattack', 'Pit Fiend - Tail'}",13,,,,,,,,8,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Planetar,Large,celestial,,lawful good,19,200,16d10,"40 ft., fly 120 ft.",24,20,24,19,22,25,11,,"radiant; bludgeoning, piercing, and slashing from nonmagical weapons",,"charmed, exhaustion, frightened","truesight 120 ft., passive Perception 21","all, telepathy 120 ft.",16,"['Planetar - Angelic Weapons', 'Planetar - Divine Awareness', 'Planetar - Innate Spellcasting', 'Planetar - Magic Resistance']","{'Planetar - Multiattack', 'Planetar - Greatsword', 'Planetar - Healing Touch (4/Day)'}",12,11,,,,,,,,12,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Plesiosaurus,Large,beast,,unaligned,13,68,8d10,"20 ft., swim 40 ft.",18,15,16,2,12,5,,,,,,passive Perception 13,,2,['Plesiosaurus - Hold Breath'],{'Plesiosaurus - Bite'},,3,,,,,,4,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Poisonous Snake,Tiny,beast,,unaligned,13,2,1d4,"30 ft., swim 30 ft.",2,16,11,1,10,3,,,,,,"blindsight 10 ft., passive Perception 10",,8-Jan,,{'Poisonous Snake - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Polar Bear,Large,beast,,unaligned,12,42,5d10,"40 ft., swim 30 ft.",20,10,16,2,13,7,,,,,,passive Perception 13,,2,['Polar Bear - Keen Smell'],"{'Polar Bear - Bite', 'Polar Bear - Multiattack', 'Polar Bear - Claws'}",,3,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pony,Medium,beast,,unaligned,10,11,2d8,40 ft.,15,10,13,2,11,7,,,,,,passive Perception 10,,8-Jan,,{'Pony - Hooves'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Priest,Medium,humanoid,any race,any alignment,13,27,5d8,25 ft.,10,10,12,13,16,13,,,,,,passive Perception 13,any two languages,2,"['Priest - Divine Eminence', 'Priest - Spellcasting']",{'Priest - Mace'},,,,,,4,7,,,,3,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pseudodragon,Tiny,dragon,,neutral good,13,7,2d4,"15 ft., fly 60 ft.",6,15,13,10,12,10,,,,,,"blindsight 10 ft., darkvision 60 ft., passive Perception 13",understands Common and Draconic but can't speak,4-Jan,"['Pseudodragon - Keen Senses', 'Pseudodragon - Magic Resistance', 'Pseudodragon - Limited Telepathy', 'Pseudodragon - Variant: Familiar']","{'Pseudodragon - Sting', 'Pseudodragon - Bite'}",,3,,,,,,4,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Purple Worm,Gargantuan,monstrosity,,unaligned,18,247,15d20,"50 ft., burrow 30 ft.",28,7,22,1,8,4,4,,,,,"blindsight 30 ft., tremorsense 60 ft., passive Perception 9",,15,['Purple Worm - Tunneler'],"{'Purple Worm - Bite', 'Purple Worm - Tail Stinger', 'Purple Worm - Multiattack'}",11,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Quasit,Tiny,fiend,demon,chaotic evil,13,7,3d4,40 ft.,5,17,10,7,10,10,,,"cold; fire; lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"darkvision 120 ft., passive Perception 10","Abyssal, Common",1,"['Quasit - Shapechanger', 'Quasit - Magic Resistance', 'Quasit - Variant: Familiar']","{'Quasit - Scare (1/day)', 'Quasit - Claw (Bite in Beast Form)', 'Quasit - Invisibility'}",,,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Quipper,Tiny,beast,,unaligned,13,1,1d4,swim 40 ft.,2,16,9,1,7,2,,,,,,"darkvision 60 ft., passive Perception 8",,0,"['Quipper - Blood Frenzy', 'Quipper - Water Breathing']",{'Quipper - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Rakshasa,Medium,fiend,,lawful evil,16,110,13d8,40 ft.,14,17,18,13,16,20,,piercing from magic weapons wielded by good creatures,,"bludgeoning, piercing, and slashing from nonmagical weapons",,"darkvision 60 ft., passive Perception 13","Common, Infernal",13,"['Rakshasa - Limited Magic Immunity', 'Rakshasa - Innate Spellcasting']","{'Rakshasa - Multiattack', 'Rakshasa - Claw'}",,,,,,,,,,,,8,10,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rat,Tiny,beast,,unaligned,10,1,1d4,20 ft.,2,11,9,2,10,4,,,,,,"darkvision 30 ft., passive Perception 10",,0,['Rat - Keen Smell'],{'Rat - Bite'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Raven,Tiny,beast,,unaligned,12,1,1d4,"10 ft., fly 50 ft.",2,14,8,2,12,6,,,,,,passive Perception 13,,0,['Raven - Mimicry'],{'Raven - Beak'},,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Red Dragon Wyrmling,Medium,dragon,,chaotic evil,17,75,10d8,"30 ft., climb 30 ft., fly 60 ft.",19,10,17,12,11,15,2,,,fire,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,4,,"{'Red Dragon Wyrmling - Bite', 'Red Dragon Wyrmling - Fire Breath (Recharge 5-6)'}",5,4,,,,,,2,2,4,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Reef Shark,Medium,beast,,unaligned,12,22,4d8,swim 40 ft.,14,13,13,1,10,4,,,,,,"blindsight 30 ft., passive Perception 12",,2-Jan,"['Reef Shark - Pack Tactics', 'Reef Shark - Water Breathing']",{'Reef Shark - Bite'},,2,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Remorhaz,Huge,monstrosity,,unaligned,17,195,17d12,"30 ft., burrow 20 ft.",24,13,21,4,10,5,,,,"cold, fire",,"darkvision 60 ft., tremorsense 60 ft., passive Perception 10",,11,['Remorhaz - Heated Body'],"{'Remorhaz - Swallow', 'Remorhaz - Bite'}",,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rhinoceros,Large,beast,,unaligned,11,45,6d10,40 ft.,21,8,15,2,12,6,,,,,,passive Perception 11,,2,['Rhinoceros - Charge'],{'Rhinoceros - Gore'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Riding Horse,Large,beast,,unaligned,10,13,2d10,60 ft.,16,10,12,2,11,7,,,,,,passive Perception 10,,4-Jan,,{'Riding Horse - Hooves'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Roc,Gargantuan,monstrosity,,unaligned,15,248,16d20,"20 ft., fly 120 ft.",28,10,20,3,10,9,4,,,,,passive Perception 14,,11,['Roc - Keen Sight'],"{'Roc - Multiattack', 'Roc - Talons', 'Roc - Beak'}",9,4,,,,,,,4,3,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Roper,Large,monstrosity,,neutral evil,20,93,11d10,"10 ft., climb 10 ft.",18,8,17,7,16,6,,,,,,"darkvision 60 ft., passive Perception 16",,5,"['Roper - False Appearance', 'Roper - Grasping Tendrils', 'Roper - Spider Climb']","{'Roper - Multiattack', 'Roper - Reel', 'Roper - Bite', 'Roper - Tendril'}",,6,,,,,,5,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rug of Smothering,Large,construct,,unaligned,12,33,6d10,10 ft.,17,14,10,1,3,1,,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 6",,2,"['Rug of Smothering - Antimagic Susceptibility', 'Rug of Smothering - Damage Transfer', 'Rug of Smothering - False Appearance']",{'Rug of Smothering - Smother'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rust Monster,Medium,monstrosity,,unaligned,14,27,5d8,40 ft.,13,12,13,2,13,6,,,,,,"darkvision 60 ft., passive Perception 11",,2-Jan,"['Rust Monster - Iron Scent', 'Rust Monster - Rust Metal']","{'Rust Monster - Bite', 'Rust Monster - Antennae'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Saber-Toothed Tiger,Large,beast,,unaligned,12,52,7d10,40 ft.,18,14,15,3,12,8,,,,,,passive Perception 13,,2,"['Saber-Toothed Tiger - Keen Smell', 'Saber-Toothed Tiger - Pounce']","{'Saber-Toothed Tiger - Claw', 'Saber-Toothed Tiger - Bite'}",,3,,,,,,6,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
